1732,RPG End of Aspiration F,FAMILY,4.4,20368,31,500000,Free,0,Teen,Role Playing,2016-12-15,3.0.0fr,2.3 and up
7953,Financial Calculator BA Chien.,FINANCE,4.2,23,0.95,500,Paid,3.99,Everyone,Finance,2016-12-14,1.9.10,3.0 and up
10821,DIY Recycled CD Wall Art,LIFESTYLE,0,3,7.9,1000,Free,0,Everyone,Lifestyle,2016-12-14,1.0,2.3 and up
10131,MbH BM,MEDICAL,1,1,2.3,100,Free,0,Everyone,Medical,2016-12-14,1.1.3,4.3 and up
1193,ew-Magazin,NEWS_AND_MAGAZINES,0,2,13,100,Free,0,Everyone,News & Magazines,2016-12-13,3.5.0,4.0 and up
8094,Be My Princess: PARTY,FAMILY,4.4,9443,21,100000,Free,0,Teen,Simulation,2016-12-12,1.8.0,4.0.3 and up
6246,dB: Sound Meter Pro,TOOLS,4.3,31,0.23,5000,Free,0,Everyone,Tools,2016-12-12,1.0,4.0.3 and up
4369,FQ Magazine,LIFESTYLE,0,1,12,100,Free,0,Everyone,Lifestyle,2016-12-12,1.0,4.1 and up
1585,Ambulance Simulator 3D,FAMILY,3.9,29415,66,1000000,Free,0,Mature 17+,Simulation,2016-12-11,2.0.1,2.3 and up
9535,Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2,1000000,Free,0,Everyone,Productivity,2016-12-11,v1.39.3,2.2 and up
1072,Flag of European Union,PERSONALIZATION,4.2,36,5.3,1000,Free,0,Everyone,Personalization,2016-12-10,2.0,2.3.3 and up
6247,Movie DB,FAMILY,0,10,2.6,1000,Free,0,Teen,Entertainment,2016-12-10,1.0.1,4.2 and up
6686,"Ike - To-Do List, Task List",PRODUCTIVITY,4.6,6320,6.3,100000,Free,0,Everyone,Productivity,2016-12-10,2.0,4.4 and up
4681,Gunship III Vietnam People AF,FAMILY,4.3,726,19,5000,Paid,4.99,Everyone,Simulation,2016-12-09,3.8.4,2.3.3 and up
4477,Rage Z: Multiplayer Zombie FPS Online Shooter,GAME,4.1,11258,44,500000,Free,0,Mature 17+,Action,2016-12-08,1.25,4.2 and up
4816,Ah! Coins,GAME,3.4,256,9.1,50000,Free,0,Everyone,Action,2016-12-08,1.0.0,2.3 and up
5919,CCHT PREP,MEDICAL,3.6,25,0.27,1000,Paid,10.99,Everyone,Medical,2016-12-08,1.2,2.1 and up
2217,Please Don't Touch Anything 3D,FAMILY,4.2,146,20,5000,Paid,5.99,Teen,Puzzle,2016-12-07,1.1,4.4 and up
2364,Xray Scanner Prank,FAMILY,3.3,355837,3.7,10000000,Free,0,Everyone,Entertainment,2016-12-07,14.0,2.3 and up
9560,AndroZipâ„¢ FREE File Manager,PRODUCTIVITY,4.2,277794,110,10000000,Free,0,Everyone,Productivity,2016-12-07,Varies with device,Varies with device
9446,HD Widgets,PERSONALIZATION,4.3,58617,26,1000000,Paid,0.99,Everyone,Personalization,2016-12-07,4.3.2,4.4 and up
1347,E-Z Appâ„¢ Train Control,TOOLS,4.3,33,46,1000,Free,0,Everyone,Tools,2016-12-06,1.0,4.3 and up
967,ER Assist,PRODUCTIVITY,5,3,28,10,Free,0,Everyone,Productivity,2016-12-06,0.1.7,4.1 and up
827,Learn Body Parts in English,FAMILY,4,7243,42,1000000,Free,0,Everyone,Education,2016-12-06,5.13,2.3 and up
7565,"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.6,32862,14,10000000,Free,0,Everyone,Travel & Local,2016-12-06,5.10.6.2.8466393,4.1 and up
7542,Real Basketball,SPORTS,4.5,1605267,110,10000000,Free,0,Everyone,Sports,2016-12-05,Varies with device,Varies with device
4266,PIP-Camera FN Photo Effect,PHOTOGRAPHY,4.6,8,9,1000,Free,0,Everyone,Photography,2016-12-04,1.0,2.3 and up
9914,A Call From Santa Claus!,FAMILY,3.9,3720,11,1000000,Free,0,Everyone,Entertainment,2016-12-04,4.2.3,4.0.3 and up
7653,Ringdroid,VIDEO_PLAYERS,4.4,326232,110,50000000,Free,0,Everyone,Video Players & Editors,2016-12-03,Varies with device,Varies with device
1202,EW Widgets for Zooper,TOOLS,3.4,5,1.9,100,Free,0,Everyone,Tools,2016-12-03,1.0.2,4.0.3 and up
984,Ankle Surgery ER Emergency,FAMILY,3.3,10449,29,1000000,Free,0,Teen,Educational,2016-12-02,1.7,2.3 and up
4007,Puzzles Volvo FH 16 Trucks,FAMILY,4.8,10,8.2,1000,Free,0,Teen,Puzzle,2016-12-02,1.0,4.0 and up
8376,BJ card game blackjack,GAME,0,3,21,500,Free,0,Teen,Card,2016-12-02,1.0,2.3 and up
4008,Jigsaw Volvo FH 16 Trucks,FAMILY,5,5,8.1,1000,Free,0,Teen,Puzzle,2016-12-01,1.0,4.0 and up
4023,Jigsaw Puzzles Volvo FH Trucks,FAMILY,0,3,7.8,1000,Free,0,Teen,Puzzle,2016-12-01,1.0,4.0 and up
3604,Glitch Fixers: Powerpuff Girls,GAME,4.4,39698,51,5000000,Free,0,Everyone,Arcade,2016-12-01,1.0.0,4.1 and up
1129,EU Whoiswho,BUSINESS,0,0,2.7,10,Free,0,Everyone,Business,2016-12-01,0.0.1,4.0 and up
7855,Dead Zombie Evil Killer:Axe,GAME,3.9,71,52,10000,Free,0,Teen,Action,2016-12-01,1.1,2.3 and up
1485,FD VR Video Player - (Stored),FAMILY,3.9,751,17,100000,Free,0,Everyone,Entertainment,2016-11-30,3.6.1,4.4 and up
1491,FD VR - Virtual App Launcher,LIBRARIES_AND_DEMO,4.1,1463,7.4,100000,Free,0,Everyone,Libraries & Demo,2016-11-30,3.6.1,4.4 and up
1492,FD VR Player - for 360 Youtube,FAMILY,3.9,100,9.1,10000,Free,0,Everyone,Entertainment,2016-11-30,3.6.1,4.4 and up
1493,FD VR Store -VR Games and Apps,FAMILY,4,105,7.5,10000,Free,0,Everyone,Simulation,2016-11-30,3.6.1,4.4 and up
1495,FD VR - Virtual Reality Camera,FAMILY,4,1007,7.4,100000,Free,0,Everyone,Entertainment,2016-11-30,3.6.1,4.4 and up
1497,FD VR Theater - for Youtube VR,FAMILY,4.1,4585,9.1,1000000,Free,0,Everyone,Entertainment,2016-11-30,3.6.1,4.4 and up
1505,FD VR Player - for Youtube 3D,FAMILY,4,2378,9.1,500000,Free,0,Everyone,Entertainment,2016-11-30,3.6.1,4.4 and up
1508,FD VR - Virtual Photo Gallery,FAMILY,3.5,179,7.4,10000,Free,0,Everyone,Entertainment,2016-11-30,3.6.1,4.4 and up
10305,Miller's Bar B-Q,FOOD_AND_DRINK,0,0,12,50,Free,0,Everyone,Food & Drink,2016-11-30,2.6.003,4.0 and up
10362,BombSquad Remote,GAME,4.1,13304,1.3,1000000,Free,0,Everyone,Arcade,2016-11-30,1.2.21,4.0 and up
8312,"Starg - Gay, Same Sex, Bi",DATING,3.7,66,7.3,10000,Free,0,Mature 17+,Dating,2016-11-29,1.0.6,4.1 and up
4022,HD Jigsaw Volvo FH Trucks,FAMILY,0,2,7.6,500,Free,0,Teen,Puzzle,2016-11-29,1.0,4.0 and up
3720,CQ-Mobile,COMMUNICATION,0,10,8.1,1000,Free,0,Everyone,Communication,2016-11-28,5.5.0,4.0 and up
3725,CQ-Alert,COMMUNICATION,0,3,8.1,500,Free,0,Everyone,Communication,2016-11-28,5.5.0,4.0 and up
8212,BG Guide,TRAVEL_AND_LOCAL,5,3,2.4,100,Free,0,Everyone,Travel & Local,2016-11-28,1.1,2.3.3 and up
9463,Wallpapers HD,PERSONALIZATION,4.6,484981,2.1,10000000,Free,0,Everyone,Personalization,2016-11-28,1.7.1,3.0 and up
10300,Jimbo's Pit Bar B-Q,FOOD_AND_DRINK,0,3,12,100,Free,0,Everyone,Food & Drink,2016-11-28,2.6.003,4.0 and up
10237,Monitor My BP,HEALTH_AND_FITNESS,0,0,4.6,50,Paid,5.99,Everyone,Health & Fitness,2016-11-26,2.0.1,4.0 and up
10340,Cube BR LWP simple,PERSONALIZATION,0,19,0.21,1000,Free,0,Everyone,Personalization,2016-11-25,1.5.2,2.1 and up
1298,EY EMEIA Diversity & Inclusion,BUSINESS,0,4,12,500,Free,0,Everyone,Business,2016-11-25,1.0.0,4.4 and up
862,EO Bijbel Open,LIFESTYLE,4.3,102,41,10000,Free,0,Everyone,Lifestyle,2016-11-24,2.0.0,4.0.3 and up
1397,Fart sound pranks,FAMILY,3.8,283823,110,50000000,Free,0,Everyone 10+,Casual,2016-11-23,Varies with device,Varies with device
4542,Assassin's Creed Identity,GAME,3.7,42529,92,500000,Paid,1.99,Teen,Action,2016-11-23,2.8.2,4.1 and up
4972,AL Voice Recorder,PRODUCTIVITY,3.6,4832,2.4,1000000,Free,0,Everyone,Productivity,2016-11-22,2.1.7.3,3.0 and up
6763,LightMeter (noAds),PHOTOGRAPHY,4.6,617,12,10000,Paid,1.99,Everyone,Photography,2016-11-22,1.5.10.NA,3.2 and up
6350,Racing in Car 2,GAME,4.3,234589,38,50000000,Free,0,Everyone,Racing,2016-11-22,1.0,2.3.3 and up
4185,FL House,PRODUCTIVITY,4.4,29,110,1000,Free,0,Everyone,Productivity,2016-11-22,1.6.7,Varies with device
9100,EJ Ecuador,LIFESTYLE,0,9,6.8,100,Free,0,Teen,Lifestyle,2016-11-22,3.0.16,4.0 and up
9054,the Egg - crack the egg,FAMILY,4.1,211,14,10000,Free,0,Everyone,Casual,2016-11-21,1.1.0,2.3 and up
3891,CT-Stream Player,FAMILY,3.9,84,11,10000,Free,0,Everyone,Entertainment,2016-11-21,3.4,3.0 and up
1261,An Elite Warrior Ex,GAME,4.7,15,93,100,Paid,0.99,Everyone,Adventure,2016-11-21,1.59,4.0.3 and up
1141,eu sou franky,BUSINESS,3.7,195,4,10000,Free,0,Everyone,Business,2016-11-21,1.0.1,4.0 and up
4005,Top Puzzles Volvo FH Trucks,FAMILY,0,4,8.1,500,Free,0,Teen,Puzzle,2016-11-20,1.0,4.0 and up
8872,Ec Solutions Mobile,BUSINESS,0,0,4,10,Free,0,Everyone,Business,2016-11-20,1.02,4.1 and up
8436,BK Murli Dictionary (H to E),FAMILY,4.6,106,3.9,10000,Free,0,Everyone,Education,2016-11-19,1.1,2.2 and up
2309,Mental Hospital V,GAME,4.2,2460,25,50000,Paid,0.99,Mature 17+,Action,2016-11-19,1.04,4.2 and up
4156,FK Å½eljezniÄar Izzy,FAMILY,4.9,119,17,1000,Free,0,Everyone,Entertainment,2016-11-18,1.0,4.4 and up
8758,Ù„Ø¹Ø¨Ø© ØªÙ‚Ø¯Ø± ØªØ±Ø¨Ø­ DZ,FAMILY,4.2,238,6.8,10000,Free,0,Everyone,Education,2016-11-18,6.0.0.0,4.1 and up
10583,BX Memo,FAMILY,4.3,131,2,5000,Free,0,Everyone,Education,2016-11-17,3.3.1,2.2 and up
3539,CM Launcher 3D ProðŸ’Ž,PERSONALIZATION,4.7,23802,0.17,100000,Paid,4.99,Everyone,Personalization,2016-11-17,1.0.9,4.0 and up
774,SAT Test,EDUCATION,4.1,2363,6.6,100000,Free,0,Everyone,Education,2016-11-17,2.48,4.0 and up
1838,LINE I Love Coffee,FAMILY,4,250257,50,5000000,Free,0,Everyone,Simulation,2016-11-16,1.1.5,2.3.3 and up
1972,M Theme - Dark Green Icon Pack,PERSONALIZATION,4.2,202,4.9,10000,Free,0,Everyone,Personalization,2016-11-16,1.2.3,3.0 and up
8611,DENVER ACTION CAM 3,PHOTOGRAPHY,2.9,66,8.9,10000,Free,0,Everyone,Photography,2016-11-16,1.0.2,2.2 and up
8386,BJ Adams,BUSINESS,0,1,26,5,Free,0,Everyone,Business,2016-11-16,2.0.0,4.0.3 and up
3235,CE Intelligence,BUSINESS,0,0,10,5,Free,0,Everyone,Business,2016-11-15,1.1,4.0 and up
4033,EHiN-FH conferenceapp,COMMUNICATION,0,5,26,100,Free,0,Everyone,Communication,2016-11-15,1.17,4.1 and up
3762,Color Quartets,FAMILY,4,42,12,1000,Free,0,Everyone,Casual,2016-11-15,1.46,4.0 and up
4166,FK Crvena Zvezda Izzy,TOOLS,4.8,1456,15,50000,Free,0,Everyone,Tools,2016-11-14,1.2,4.4 and up
10564,Bell and Wyson Camera BW Pix +,LIFESTYLE,2,8,12,1000,Free,0,Everyone,Lifestyle,2016-11-14,2.0.18.23,2.3 and up
8876,ec.tv,LIFESTYLE,0,0,8.6,50,Free,0,Everyone,Lifestyle,2016-11-11,1.0,4.1 and up
4951,Kymco AK 550,AUTO_AND_VEHICLES,4.3,47,58,1000,Free,0,Everyone,Auto & Vehicles,2016-11-11,1.0,2.3 and up
4914,AK-47: Simulator and Shooting,FAMILY,4,345,14,100000,Free,0,Everyone 10+,Simulation,2016-11-11,1.3.0,3.0 and up
8096,Movement BE,SOCIAL,5,20,1.2,100,Free,0,Teen,Social,2016-11-10,1.2,4.4 and up
8756,Currency Exchange DZ,FINANCE,0,4,2.5,1000,Free,0,Everyone,Finance,2016-11-10,1.0,2.3 and up
8276,Comunidad BH,FAMILY,0,23,4.8,1000,Free,0,Everyone,Entertainment,2016-11-09,1.3.9,2.3 and up
4184,FL Tax-Verify,BUSINESS,3.8,17,6.1,5000,Free,0,Everyone,Business,2016-11-09,1.1.3,4.0 and up
2628,vide-greniers.org,EVENTS,4.3,5839,3.5,100000,Free,0,Everyone,Events,2016-11-08,16.11.8,2.3.3 and up
2120,Q Operator,BUSINESS,4.6,60,110,1000,Free,0,Everyone,Business,2016-11-08,1.10.4,4.3 and up
1799,AntennaPict Î²,COMMUNICATION,4.3,15439,2.2,1000000,Free,0,Everyone,Communication,2016-11-07,2.0.0,2.3 and up
3143,Wifi Connect Library,LIBRARIES_AND_DEMO,3.9,58055,0.04,5000000,Free,0,Everyone,Libraries & Demo,2016-11-07,2.0.3,1.5 and up
3557,Melior NUI - Material CM Theme,PERSONALIZATION,4.7,1873,14,100000,Free,0,Everyone,Personalization,2016-11-07,Varies with device,Varies with device
4034,BTK-FH Online Campus,FAMILY,0,1,3.3,500,Free,0,Everyone,Education,2016-11-07,1.7.2,4.0.3 and up
5826,Tee and Mo Bath Time Free,FAMILY,3.6,418,97,100000,Free,0,Everyone,Educational;Education,2016-11-07,1.0.3,4.0.3 and up
8150,Jigsaw Puzzles Bus Scania BF,FAMILY,0,3,6.6,1000,Free,0,Teen,Puzzle,2016-11-07,1.0,4.0 and up
8769,Tuberculose Dz,MEDICAL,4.9,26,6.1,1000,Free,0,Everyone,Medical,2016-11-06,1.0.7,4.1 and up
10444,BT Master,FAMILY,0,0,0.22,100,Free,0,Everyone,Education,2016-11-06,NaN,1.6 and up
10200,Dr.Dice - Sic bo analyzer,FAMILY,0,2,8.5,10,Paid,46.99,Everyone,Entertainment,2016-11-05,1.0,4.0.3 and up
3569,Centimeter Ruler,TOOLS,3.3,16,1.3,10000,Free,0,Everyone,Tools,2016-11-05,2.0,4.0 and up
378,Omlet Chat,COMMUNICATION,3.9,40751,35,10000000,Free,0,Teen,Communication,2016-11-04,2.2.7600,4.0.3 and up
1280,EY eMentor,FAMILY,0,5,44,500,Free,0,Everyone,Education,2016-11-03,1.0.0,4.4 and up
3170,Easy Makeup Tutorials,LIFESTYLE,4.3,7287,5,1000000,Free,0,Everyone,Lifestyle,2016-11-03,1.0,2.3 and up
6252,ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,3.1,19,4.5,500,Paid,8.99,Everyone,Productivity,2016-11-03,1.0.8,4.0 and up
10424,Wifi BT Scanner,FAMILY,5,2,1.2,500,Free,0,Everyone,Education,2016-11-03,1.0,4.0.3 and up
7229,"Savory - Deals,Freebies,Sales",SHOPPING,4.4,2375,1.1,100000,Free,0,Everyone,Shopping,2016-11-02,3.1,2.3.3 and up
6178,CZ-70 (CZ-50) pistol explained,BOOKS_AND_REFERENCE,0,2,17,10,Paid,5.99,Everyone,Books & Reference,2016-11-02,Android 2.1 - 2015,1.6 and up
4974,Quran Juz-30 - Mahad al Zahra,FAMILY,4.6,2654,6.7,100000,Free,0,Everyone,Education,2016-11-02,1.10.0,2.2 and up
6191,Pistolet CZ-70 CZ-50 expliquÃ©,BOOKS_AND_REFERENCE,0,0,17,1,Paid,5.99,Everyone,Books & Reference,2016-11-01,Android 2.0 - 2016,1.6 and up
8128,Battlefieldâ„¢ Companion,GAME,4,263907,62,10000000,Free,0,Everyone 10+,Action,2016-11-01,3.0.4,4.0 and up
3864,CT Prepares,NEWS_AND_MAGAZINES,2.6,13,4.3,1000,Free,0,Everyone,News & Magazines,2016-11-01,1.0.3,4.4 and up
10111,bm-Events,SOCIAL,0,0,8.1,10,Free,0,Teen,Social,2016-11-01,1.1.1,4.4 and up
9442,Retro Clock Widget,PERSONALIZATION,4.2,86743,110,5000000,Free,0,Everyone,Personalization,2016-11-01,Varies with device,Varies with device
8770,DZ Fly AlgÃ©rie Horaire Vols,TRAVEL_AND_LOCAL,3.6,114,10,10000,Free,0,Everyone,Travel & Local,2016-10-31,2.0,4.0 and up
6829,Pet Vet Dr - Animals Hospital,FAMILY,3.7,11748,36,1000000,Free,0,Teen,Casual,2016-10-31,1.3,4.0.3 and up
6660,CritDice - Dice Roller,FAMILY,4.7,2910,5.3,50000,Free,0,Everyone,Entertainment,2016-10-30,2.0.0,4.1 and up
6421,Can I pack that? - DG App,TRAVEL_AND_LOCAL,3.9,58,22,10000,Free,0,Everyone,Travel & Local,2016-10-28,2.0.1,4.0.3 and up
5845,Sago Mini Babies,FAMILY,4.5,253,83,10000,Paid,3.99,Everyone,Education;Pretend Play,2016-10-28,1.1,4.0.3 and up
8507,Dt Tracking,AUTO_AND_VEHICLES,4,4,24,100,Free,0,Everyone,Auto & Vehicles,2016-10-28,0.20,4.0 and up
6057,My CW,TOOLS,3,1,55,100,Free,0,Everyone,Tools,2016-10-27,2.35.1,4.1 and up
4498,ab,FAMILY,3.8,10,22,1000,Free,0,Everyone,Casual,2016-10-27,1.0,4.0 and up
362,Xperia Linkâ„¢,COMMUNICATION,4.1,45487,110,10000000,Free,0,Everyone,Communication,2016-10-27,Varies with device,Varies with device
1327,EZ PZ RPG,FAMILY,3.8,70903,47,1000000,Free,0,Everyone 10+,Role Playing,2016-10-27,2.164.4,2.3 and up
3750,Snowboard Racing Free Fun Game,GAME,3.8,4552,43,100000,Free,0,Everyone,Racing,2016-10-26,1.4.0,2.3.3 and up
4677,NewTek NDI,PHOTOGRAPHY,3.5,77,1.2,1000,Paid,19.99,Everyone,Photography,2016-10-26,1.1,4.1 and up
5008,I am Bread,GAME,4,630,20,10000,Paid,4.99,Everyone,Adventure,2016-10-26,1.6.1,4.4 and up
9218,Get 'Em,GAME,4.1,7904,21,500000,Free,0,Everyone 10+,Action,2016-10-26,1.6.7,4.0.3 and up
10818,CD-Zing,BUSINESS,3.8,70,110,1000,Free,0,Everyone,Business,2016-10-26,6.2.7,4.0 and up
10529,BV Productions,BUSINESS,0,0,2.8,1,Free,0,Everyone,Business,2016-10-25,1.0.1,4.0 and up
10121,BM Assets,FINANCE,0,6,9.9,500,Free,0,Everyone,Finance,2016-10-25,1.1,2.3.3 and up
6580,IDM Internet Download Manager,PRODUCTIVITY,3.9,1322,4.2,100000,Free,0,Everyone,Productivity,2016-10-25,1.0.4,4.2 and up
6976,Patient Portal,MEDICAL,2.8,66,1.2,50000,Free,0,Everyone,Medical,2016-10-25,1.0,4.0.3 and up
1815,ADMIRALTY H-Note,BUSINESS,4.5,176,19,10000,Free,0,Everyone,Business,2016-10-25,2.0,5.0 and up
1698,E-NUM,FINANCE,4,10374,110,500000,Free,0,Everyone,Finance,2016-10-24,Varies with device,Varies with device
103,Mirror - Zoom & Exposure -,BEAUTY,3.9,32090,110,1000000,Free,0,Everyone,Beauty,2016-10-24,Varies with device,Varies with device
10435,BT Remote (SPP) for Bluetooth,TOOLS,4.1,36,3.1,10000,Free,0,Everyone,Tools,2016-10-24,1.16,2.3.3 and up
8584,DV 2019 - EDV Photo & Form,BOOKS_AND_REFERENCE,3.9,314,2.6,50000,Free,0,Everyone,Books & Reference,2016-10-24,6.0.0,4.0.3 and up
727,Game for KIDS: KIDS match'em,EDUCATION,4.4,7005,6.9,1000000,Free,0,Everyone,Education,2016-10-23,1.17,2.3 and up
1413,"Stickers for Imo, fb, whatsapp",SOCIAL,4.4,214,8.7,10000,Free,0,Teen,Social,2016-10-23,1.0.0.2,2.3 and up
4331,FeaturePoints: Free Gift Cards,FAMILY,3.9,121321,46,5000000,Free,0,Everyone,Entertainment,2016-10-22,8.7,4.0.3 and up
10005,Smart Launcher theme b. gold,PERSONALIZATION,4.1,291,35,5000,Paid,1.99,Everyone,Personalization,2016-10-22,2.20,2.0 and up
8907,SCS eC,PRODUCTIVITY,4.4,7,17,100,Free,0,Everyone,Productivity,2016-10-21,1.0.1,4.1 and up
8792,Lost Journey (Dreamsky),GAME,4.5,32344,29,1000000,Paid,0.99,Everyone,Adventure,2016-10-21,1.3.12,3.0 and up
